Original_SMILES,Product_SMILES,Similarity,Reaction_SMARTS,DOI
*c1ccnc(NC)n1,*c1cc(Cl)cc(C)c1NC,0.2162,[*:1][c:2]1[c:9][c:4]n[c:3]n1>>[*:1][c:2]1[c:3][c:4]([C])[c][c]([Cl])[c:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(-c2cccc(NC)c2)cs1,0.2558,[*:1][c:2]1[c:4][c:8]n[c:9][n:3]1>>[*:1][c:2]1[n:3][c:4](-[c]2[c][c][c:8][c:9][c]2)[c][s]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(Cl)c(Cl)c(Cl)c1NC,0.2286,[*:1][c:2]1[c:10][c:8]n[c:3]n1>>[*:1][c:2]1[c:3][c]([Cl])[c]([Cl])[c:8]([Cl])[c:10]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(-c2nn[nH]n2)ccc1NC,0.2326,[*:1][c:2]1[c:12][c:6][n:8][c:3][n:11]1>>[*:1][c:2]1[c:3][c][c][c:6](-[c]2[n:8][n][nH][n:11]2)[c:12]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(F)c(F)c(NC)c(F)c1F,0.2188,[*:1][c:2]1[c:3][c:5]n[c:7]n1>>[*:1][c:2]1[c:3]([F])[c:5]([F])[c:7][c]([F])[c]1[F],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(CC#N)ccc1NC,0.2564,[*:1][c:2]1[c:10][c:6]n[c:3][n:9]1>>[*:1][c:2]1[c:3][c][c][c:6]([C][C]#[N:9])[c:10]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(-c2ccnc(NC)c2)c1,0.3421,[*:1][c:2]1[c:13][c:3][n:10][c:11]n1>>[*:1][c:2]1[c:3][c][c][c](-[c]2[c][c][n:10][c:11][c]2)[c:13]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(OCNC)cc(C(F)(F)F)c1,0.186,[*:1][c:2]1[c:3][c:4]n[c:6]n1>>[*:1][c:2]1[c:3][c:4]([O][C:6])[c][c]([C]([F])([F])[F])[c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(C(NC)NC)cc1,0.2424,[*:1][c:2]1[c:3][c:4]n[c:6][n:7]1>>[*:1][c:2]1[c:3][c:4][c]([C:6][N:7][C])[c][c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(F)c(NC)c(F)c1F,0.2222,[*:1][c:2]1[c:3][c:4]n[c:6]n1>>[*:1][c:2]1[c:3][c:4]([F])[c:6][c]([F])[c]1[F],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(C)c(Cl)c(C)c1NC,0.2162,[*:1][c:2]1[c:10][c:8]n[c:3]n1>>[*:1][c:2]1[c:3][c]([C])[c]([Cl])[c:8]([C])[c:10]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(C(F)(F)F)c(OC)cc1NC,0.186,[*:1][c:2]1[c:13][c:8]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]([O][C])[c:8]([C]([F])([F])[F])[c:13]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(Br)cc(C)c1NC,0.2162,[*:1][c:2]1[c:9][c:7]n[c:3]n1>>[*:1][c:2]1[c:3][c]([C])[c][c:7]([Br])[c:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(CNC)ccc2ccccc12,0.2308,[*:1][c:2]1[c:3][c:5]n[c:4]n1>>[*:1][c:2]1[c:3]([C:4])[c:5][c][c]2[c][c][c][c][c]12,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cnc(C)c(NC)n1,0.3636,[*:1][c:2]1[c:3][c:5][n:4][c:7][n:8]1>>[*:1][c:2]1[c:3][n:4][c:5]([C])[c:7][n:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)cc1OCCCC,0.2381,[*:1][c:2]1[c:3][c:4]n[c:5]n1>>[*:1][c:2]1[c:3][c:4][c:5][c][c]1[O][C][C][C][C],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(C(F)(F)F)c(C)cc1NC,0.2,[*:1][c:2]1[c:12][c:7]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]([C])[c:7]([C]([F])([F])[F])[c:12]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(Br)cc(NC)cc1Br,0.2424,[*:1][c:2]1[c:3][c:5]n[c:6]n1>>[*:1][c:2]1[c:3]([Br])[c:5][c:6][c][c]1[Br],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc2cc[nH]c2nc1NC,0.2973,[*:1][c:2]1[c:10][c:9][n:4][c:3][n:6]1>>[*:1][c:2]1[c:3][n:4][c]2[nH:6][c][c][c:9]2[c:10]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCN(C(C)(C)NC)CC1,0.1,[*:1][c:2]1[c:3][c:4][n:5][c:6]n1>>[*:1][C:2]1[C:3][C:4][N:5]([C:6]([C])[C])[C][C]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(OCNC)ccc1F,0.2195,[*:1][c:2]1[c:3][c:4]n[c:6]n1>>[*:1][c:2]1[c:3][c:4]([O][C:6])[c][c][c]1[F],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(OCCCC)ccc1NC,0.2439,[*:1][c:2]1[c:12][c:6]n[c:3]n1>>[*:1][c:2]1[c:3][c][c][c:6]([O][C][C][C][C])[c:12]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(O)cc(C)cc1NC,0.25,[*:1][c:2]1[c:7][c:5]n[c:3]n1>>[*:1][c:2]1[c:3][c][c:5]([C])[c:7][c]1[O],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(C#N)c(NC)c1F,0.225,[*:1][c:2]1[c:3][c:4][n:7][c:8]n1>>[*:1][c:2]1[c:3][c:4][c]([C]#[N:7])[c:8][c]1[F],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(N2CCNCC2NC)c1,0.16,[*:1][c:2]1[c:13][c:3][n:10][c:8][n:7]1>>[*:1][c:2]1[c:3][c][c][c]([N:7]2[C:8][C][N:10][C][C]2)[c:13]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(NC)cc(Cl)c(Cl)c1Cl,0.2941,[*:1][c:2]1[c:9][c:7]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]([Cl])[c:7]([Cl])[c:9]1[Cl],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccnc(NC)c1Cl,0.4375,[*:1][c:2]1[c:3][c:4][n:5][c:6]n1>>[*:1][c:2]1[c:3][c:4][n:5][c:6][c]1[Cl],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(OC)c(Br)c(OCNC)c1,0.186,[*:1][c:2]1[c:3][c:4]n[c:6]n1>>[*:1][c:2]1[c:3][c:4]([O][C:6])[c]([Br])[c]([O][C])[c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(Br)cc(F)cc1NC,0.2432,[*:1][c:2]1[c:8][c:5]n[c:3]n1>>[*:1][c:2]1[c:3][c][c:5]([F])[c][c:8]1[Br],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(O)c(F)cc1NC,0.2105,[*:1][c:2]1[c:9][c:7]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]([F])[c:7]([O])[c:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(Cl)cc(NC)c(Cl)c1Cl,0.2647,[*:1][c:2]1[c:3][c:5]n[c:6]n1>>[*:1][c:2]1[c:3]([Cl])[c:5][c:6][c]([Cl])[c]1[Cl],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc2c(cc1NC)CCO2,0.1905,[*:1][c:2]1[c:7][c:6]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]2[c:6]([c:7]1)[O][C][C]2,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(C(C)NC)o1,0.2222,[*:1][c:2]1[c:3][c:4]n[c:6]n1>>[*:1][c:2]1[c:3][c:4][c]([C:6][C])[o]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(-n2ccnc2NC)c1,0.325,[*:1][c:2]1[c:12][c:3][n:10][c:11][n:7]1>>[*:1][c:2]1[c:3][c][c][c](-[n:7]2[c][c][n:10][c:11]2)[c:12]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCC(C(C)(C)CNC)CC1,0.125,[*:1][c:2]1[c:11][c:3]n[c:8]n1>>[*:1][C:2]1[C:3][C][C]([C]([C])([C:8])[C])[C][C:11]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)c(C)c1F,0.25,[*:1][c:2]1[c:3][c:4]n[c:5]n1>>[*:1][c:2]1[c:3][c:4][c:5][c]([C])[c]1[F],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(-c2ccccc2)nc1NC,0.2895,[*:1][c:2]1[c:3][c:9]n[c:13][n:12]1>>[*:1][c:2]1[c:3][c][c](-[c]2[c][c][c:9][c][c]2)[n:12][c:13]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(O)c(NC)n1,0.4062,[*:1][c:2]1[c:3][c:4]n[c:7][n:8]1>>[*:1][c:2]1[c:3][c:4][c]([O])[c:7][n:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(NC)cc(Cl)c2ccccc12,0.2632,[*:1][c:2]1[c:12][c:11]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]([Cl])[c]2[c][c][c][c:11][c:12]12,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(F)cccc1CNC,0.2051,[*:1][c:2]1[c:3][c:5]n[c:4]n1>>[*:1][c:2]1[c:3]([C:4])[c:5][c][c][c]1[F],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)c(O)c1F,0.25,[*:1][c:2]1[c:3][c:4]n[c:5]n1>>[*:1][c:2]1[c:3][c:4][c:5][c]([O])[c]1[F],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1sc(-c2ccccn2)cc1NC,0.2927,[*:1][c:2]1[c:7][c:8]n[c:3][n:11]1>>[*:1][c:2]1[c:3][c][c](-[c]2[c:7][c:8][c][c][n:11]2)[s]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(C#N)cc(Cl)c1NC,0.1951,[*:1][c:2]1[c:10][c:7][n:9][c:3]n1>>[*:1][c:2]1[c:3][c]([Cl])[c][c:7]([C]#[N:9])[c:10]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(C(F)(F)F)c(Br)cc1NC,0.1951,[*:1][c:2]1[c:12][c:7]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]([Br])[c:7]([C]([F])([F])[F])[c:12]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc2c(cc1NC)OCCC2,0.1818,[*:1][c:2]1[c:7][c:9]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]2[c]([c:7]1)[C][C:9][C][O]2,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc2c(N)[nH]nc2cc1NC,0.2143,[*:1][c:2]1[c:10][c:5][n:6][c:3][n:7]1>>[*:1][c:2]1[c:3][c][c:5]2[n:6][nH:7][c]([N])[c:10]2[c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(NC)ccc2c1ccn2C,0.225,[*:1][c:2]1[c:7][c:8]n[c:3][n:10]1>>[*:1][c:2]1[c:3][c][c][c]2[c:7]1[c:8][c][n:10]2[C],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc2c(cc1NC)NC(=O)CC2,0.2143,[*:1][c:2]1[c:7][c:9]n[c:3][n:12]1>>[*:1][c:2]1[c:3][c][c]2[c]([c:7]1)[C][C:9][C](=[O])[N:12]2,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(NC)ccc1N,0.3235,[*:1][c:2]1[c:6][c:5][n:8][c:4][n:3]1>>[*:1][c:2]1[n:3][c:4][c:5][c:6][c]1[N:8],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(Cl)c(OC(F)(F)F)cc1NC,0.1818,[*:1][c:2]1[c:13][c:11]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]([O][C]([F])([F])[F])[c:11]([Cl])[c:13]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(OC)c(N)cc1NC,0.2,[*:1][c:2]1[c:10][c:7]n[c:3][n:6]1>>[*:1][c:2]1[c:3][c][c]([N:6])[c:7]([O][C])[c:10]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cn(C2CCOCC2)nc1NC,0.2,[*:1][c:2]1[c:7][c:6][n:5][c:3][n:4]1>>[*:1][c:2]1[c:3][n:4][n:5]([C:6]2[C:7][C][O][C][C]2)[c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(CNC)cccc1C(C)C,0.1951,[*:1][c:2]1[c:3][c:5]n[c:4]n1>>[*:1][c:2]1[c:3]([C:4])[c:5][c][c][c]1[C]([C])[C],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(NC)[nH]c1C,0.2647,[*:1][c:2]1[c:7][c:6][n:5][c:4][n:3]1>>[*:1][c:2]1[n:3][c:4][nH:5][c:6]1[C:7],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(NC)ccc(Cl)c1C#N,0.225,[*:1][c:2]1[c:8][c:6][n:10][c:3]n1>>[*:1][c:2]1[c:3][c][c][c:6]([Cl])[c:8]1[C]#[N:10],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(-n2cccc2NC)c1,0.2143,[*:1][c:2]1[c:12][c:3]n[c:8][n:7]1>>[*:1][c:2]1[c:3][c][c][c](-[n:7]2[c:8][c][c][c]2)[c:12]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1C(C)(C)C1(C)CNC,0.1111,[*:1][c:6]1[c:2][c:3]n[c:5]n1>>[*:1][C:2]1[C:3]([C])([C:5])[C:6]1([C])[C],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(NC)c(C(F)(F)F)cc1Cl,0.2439,[*:1][c:2]1[c:11][c:5]n[c:4][n:3]1>>[*:1][c:2]1[n:3][c:4][c:5]([C]([F])([F])[F])[c][c:11]1[Cl],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc2c(cc1NC)CCNC2,0.1951,[*:1][c:2]1[c:7][c:6][n:9][c:3]n1>>[*:1][c:2]1[c:3][c][c]2[c:6]([c:7]1)[C][N:9][C][C]2,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(O)c(Cl)cc1NC,0.2105,[*:1][c:2]1[c:9][c:7]n[c:3]n1>>[*:1][c:2]1[c:3][c][c]([Cl])[c:7]([O])[c:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(F)c(NC)c(F)c1O,0.2051,[*:1][c:2]1[c:3][c:4]n[c:6]n1>>[*:1][c:2]1[c:3][c:4]([F])[c:6][c]([F])[c]1[O],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(N(C)C(C)=O)cc1NC,0.2093,[*:1][c:2]1[c:9][c:8][n:6][c:3]n1>>[*:1][c:2]1[c:3][c][c]([N:6]([C])[C:8]([C:9])=[O])[c][c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)cc1SC(F)(F)F,0.2195,[*:1][c:2]1[c:3][c:4]n[c:5]n1>>[*:1][c:2]1[c:3][c:4][c:5][c][c]1[S][C]([F])([F])[F],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc2c(NC)nccc2c1,0.4286,[*:1][c:2]1[c:11][c:3][n:7][c:6]n1>>[*:1][c:2]1[c:3][c][c]2[c:6][n:7][c][c][c]2[c:11]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(CCCC)cccc1NC,0.2195,[*:1][c:2]1[c:7][c:10]n[c:3]n1>>[*:1][c:2]1[c:3][c][c][c][c:7]1[C][C][C:10][C],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)cc1OCOC,0.2439,[*:1][c:2]1[c:3][c:4]n[c:5]n1>>[*:1][c:2]1[c:3][c:4][c:5][c][c]1[O][C][O][C],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*N1CCC(F)(F)C1NC,0.1538,[*:1][c:5]1[c:4][c:3][n:2][c:8]n1>>[*:1][N:2]1[C:3][C:4][C:5]([F])([F])[C:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(-c2ccoc2)cc1NC,0.2439,[*:1][c:2]1[c:7][c:6]n[c:3]n1>>[*:1][c:2]1[c:3][c][c](-[c:6]2[c:7][c][o][c]2)[c][c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc2c1OCO2,0.1282,[*:1][c:2]1[c:3][c:4]n[c:5](N)n1>>[*:1][c:2]1[c:3][c:4][c:5][c]2[c]1[O][C][O]2,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(O)c1O,0.1515,[*:1][c:2]1[c:3][c:4]n[c:5](N)n1>>[*:1][c:2]1[c:3][c:4][c:5][c]([O])[c]1[O],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(F)ccc1O,0.1389,[*:1][c:2]1[c:3][c:6]n[c:4](N)n1>>[*:1][c:2]1[c:3][c:4]([F])[c:6][c][c]1[O],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(Cl)ccc1OC,0.1579,[*:1][c:2]1[c:3][c:7]n[c:4](N)n1>>[*:1][c:2]1[c:3][c:4]([Cl])[c][c:7][c]1[O][C],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(-c2nccs2)cc1,0.2162,[*:1][c:2]1[c:3][c:4]n[c:5](N)[n:7]1>>[*:1][c:2]1[c:3][c:4][c:5](-[c]2[n:7][c][c][s]2)[c][c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(F)c(OC)c1,0.1579,[*:1][c:2]1[c:10][c:3]n[c:4](N)n1>>[*:1][c:2]1[c:3][c:4][c]([F])[c]([O][C])[c:10]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*n1ccc2ccccc21,0.1714,[*:1][c:5]1[c:4][c:3][n:2][c:6](N)n1>>[*:1][n:2]1[c:3][c:4][c:5]2[c:6][c][c][c][c]12,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ncccc1C(F)(F)F,0.2222,[*:1][c:8]1[c:7][c:6]n[c:2](N)[n:3]1>>[*:1][c:2]1[n:3][c][c][c:6][c:7]1[C:8]([F])([F])[F],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cncc(CO)c1,0.1316,[*:1][c:2]1[c:9][c:6][n:4][c:3](N)n1>>[*:1][c:2]1[c:3][n:4][c][c:6]([C][O])[c:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(NC)cccc1OC,0.2432,[*:1][c:2]1n[c:3][c:6][c:9]n1>>[*:1][c:2]1[c:3][c][c][c:6]([O][C])[c:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(OC)cc1NC,0.2432,[*:1][c:2]1n[c:3][c:6][c:9]n1>>[*:1][c:2]1[c:3][c][c][c:6]([O][C])[c:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(NC)ccc1F,0.3235,[*:1][c:2]1n[c:3][c:5][c:7][n:8]1>>[*:1][c:2]1[c:3][c][c:5]([F])[c:7][n:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(F)cnc1NC,0.2778,[*:1][c:2]1n[c:3][c:5][c:7][n:8]1>>[*:1][c:2]1[c:3][c][c:5]([F])[c:7][n:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(C)cc(NC)n1,0.3333,[*:1][c:2]1n[c:3][c:6][c:7][n:8]1>>[*:1][c:2]1[c:3][c]([C])[c:6][c:7][n:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(C)ccnc1NC,0.4516,[*:1][c:2]1n[c:3][c:6][c:7][n:8]1>>[*:1][c:2]1[c:3][c]([C])[c:6][c:7][n:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(C)cc(NC)c1,0.2353,[*:1][c:2]1n[c:3][c:5][c:4]n1>>[*:1][c:2]1[c:3][c:4][c:5][c]([C])[c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(C)cc1NC,0.2647,[*:1][c:2]1n[c:3][c:5][c:4]n1>>[*:1][c:2]1[c:3][c:4][c:5][c]([C])[c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(NC)cs1,0.303,[*:1][c:2]1n[c:3]c[c:5][n:6]1>>[*:1][c:2]1[c:3][s][c:5][n:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1scnc1NC,0.303,[*:1][c:2]1n[c:3]c[c:5][n:6]1>>[*:1][c:2]1[c:3][s][c:5][n:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(NC)[nH]n1,0.3438,[*:1][c:2]1[n:5][c:4][c:3]c[n:6]1>>[*:1][c:2]1[c:3][c:4][n:5][nH:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(NC)ccc1Cl,0.3235,[*:1][c:2]1n[c:3][c:5][c:7][n:8]1>>[*:1][c:2]1[c:3][c][c:5]([Cl])[c:7][n:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(Cl)cnc1NC,0.2778,[*:1][c:2]1n[c:3][c:5][c:7][n:8]1>>[*:1][c:2]1[c:3][c][c:5]([Cl])[c:7][n:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(NC)ccc1O,0.2571,[*:1][c:2]1n[c:3][c:8][c:7]n1>>[*:1][c:2]1[c:3][c][c]([O])[c:7][c:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(O)ccc1NC,0.2571,[*:1][c:2]1n[c:3][c:8][c:7]n1>>[*:1][c:2]1[c:3][c][c]([O])[c:7][c:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCCC1NC,0.1143,[*:1][c:2]1n[c:3][c:5][c:6]n1>>[*:1][C:2]1[C:3][C][C:5][C:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cnc(NC)[nH]1,0.303,[*:1][c:2]1[n:3]c[c:4][c:5][n:6]1>>[*:1][c:2]1[n:3][c:4][c:5][nH:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(Cl)ccc(NC)c1Cl,0.2647,[*:1][c:2]1n[c:3][c:8][c:7]n1>>[*:1][c:2]1[c:3][c][c]([Cl])[c:7][c:8]1[Cl],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(Cl)cc(Cl)c1NC,0.2222,[*:1][c:2]1n[c:3][c:8][c:7]n1>>[*:1][c:2]1[c:3][c][c]([Cl])[c:7][c:8]1[Cl],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(NC)ccc1-c1ccccc1,0.2308,[*:1][c:6]1n[c:2][c:13][c:12]n1>>[*:1][c:2]1[c][c][c](-[c:6]2[c][c][c][c][c]2)[c:12][c:13]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(NC)cc(F)c1F,0.2286,[*:1][c:2]1n[c:5][c:3][c:4]n1>>[*:1][c:2]1[c:3][c:4][c:5]([F])[c]([F])[c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(OC)ccc1NC,0.3056,[*:1][c:2]1n[c:3][c:4][c:9][n:8]1>>[*:1][c:2]1[c:3][c:4][c]([O][C])[n:8][c:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(OC)ncc1NC,0.2632,[*:1][c:2]1n[c:3][c:4][c:9][n:8]1>>[*:1][c:2]1[c:3][c:4][c]([O][C])[n:8][c:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*Cn1c(NC)nc2ccccc21,0.3077,[*:1][c:2]1[n:3][c:4][c:5][c:11][n:10]1>>[*:1][c:2]1[n:3][c:4]2[c:5][c][c][c][c]2[n:10]1[C:11],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1occc1NC,0.3125,[*:1][c:2]1n[c:4][c:3][c:6]n1>>[*:1][c:2]1[c:3][c:4][o][c:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(C)ccc1NC,0.3333,[*:1][c:2]1n[c:3][c:4][c:8][n:7]1>>[*:1][c:2]1[c:3][c:4][c]([C])[n:7][c:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(C)ncc1NC,0.2857,[*:1][c:2]1n[c:3][c:4][c:8][n:7]1>>[*:1][c:2]1[c:3][c:4][c]([C])[n:7][c:8]1,https://doi.org/10.1016/j.ejmech.2022.114483
